Date,Rainfall_mm,Soil_Moisture,Risk_Level,DISTRICT,YEAR
2016-12-16,0.0,0.392,Low,UDUPI,2016
2016-12-17,0.8,0.382,Low,UDUPI,2016
2016-12-18,0.0,0.373,Low,UDUPI,2016
2016-12-19,0.0,0.36,Low,UDUPI,2016
2016-12-20,0.0,0.347,Low,UDUPI,2016
2016-12-21,0.0,0.336,Low,UDUPI,2016
2016-12-22,0.0,0.326,Low,UDUPI,2016
2016-12-23,0.0,0.317,Low,UDUPI,2016
2016-12-24,0.0,0.31,Low,UDUPI,2016
2016-12-25,0.0,0.303,Low,UDUPI,2016
2016-12-26,0.0,0.298,Low,UDUPI,2016
2016-12-27,0.0,0.293,Low,UDUPI,2016
2016-12-28,0.0,0.288,Low,UDUPI,2016
2016-12-29,0.0,0.283,Low,UDUPI,2016
2016-12-30,0.0,0.28,Low,UDUPI,2016
2016-12-31,0.0,0.277,Low,UDUPI,2016
2017-01-01,0.0,0.278,Low,UDUPI,2017
2017-01-02,0.0,0.278,Low,UDUPI,2017
2017-01-03,0.0,0.275,Low,UDUPI,2017
2017-01-04,0.0,0.274,Low,UDUPI,2017
2017-01-05,0.0,0.273,Low,UDUPI,2017
2017-01-06,0.0,0.273,Low,UDUPI,2017
2017-01-07,0.0,0.271,Low,UDUPI,2017
2017-01-08,0.0,0.269,Low,UDUPI,2017
2017-01-09,0.0,0.267,Low,UDUPI,2017
2017-01-10,0.0,0.265,Low,UDUPI,2017
2017-01-11,0.0,0.265,Low,UDUPI,2017
2017-01-12,0.0,0.263,Low,UDUPI,2017
2017-01-13,0.0,0.261,Low,UDUPI,2017
2017-01-14,0.0,0.26,Low,UDUPI,2017
2017-01-15,0.0,0.258,Low,UDUPI,2017
2017-01-16,0.0,0.257,Low,UDUPI,2017
2017-01-17,0.0,0.256,Low,UDUPI,2017
2017-01-18,0.0,0.257,Low,UDUPI,2017
2017-01-19,0.0,0.257,Low,UDUPI,2017
2017-01-20,0.0,0.259,Low,UDUPI,2017
2017-01-21,0.0,0.262,Low,UDUPI,2017
2017-01-22,0.0,0.263,Low,UDUPI,2017
2017-01-23,0.0,0.263,Low,UDUPI,2017
2017-01-24,0.0,0.265,Low,UDUPI,2017
2017-01-25,0.0,0.264,Low,UDUPI,2017
2017-01-26,0.0,0.265,Low,UDUPI,2017
2017-01-27,0.5,0.267,Low,UDUPI,2017
2017-01-28,0.0,0.266,Low,UDUPI,2017
2017-01-29,1.1,0.266,Low,UDUPI,2017
2017-01-30,0.0,0.264,Low,UDUPI,2017
2017-01-31,0.5,0.265,Low,UDUPI,2017
2017-02-01,0.0,0.263,Low,UDUPI,2017
2017-02-02,0.1,0.261,Low,UDUPI,2017
2017-02-03,0.4,0.263,Low,UDUPI,2017
2017-02-04,0.0,0.261,Low,UDUPI,2017
2017-02-05,0.1,0.258,Low,UDUPI,2017
2017-02-06,0.0,0.256,Low,UDUPI,2017
2017-02-07,0.0,0.255,Low,UDUPI,2017
2017-02-08,0.0,0.254,Low,UDUPI,2017
2017-02-09,0.0,0.252,Low,UDUPI,2017
2017-02-10,0.0,0.251,Low,UDUPI,2017
2017-02-11,0.3,0.255,Low,UDUPI,2017
2017-02-12,0.0,0.257,Low,UDUPI,2017
2017-02-13,0.0,0.257,Low,UDUPI,2017
2017-02-14,0.0,0.257,Low,UDUPI,2017
2017-02-15,0.0,0.258,Low,UDUPI,2017
2017-02-16,0.0,0.259,Low,UDUPI,2017
2017-02-17,0.0,0.262,Low,UDUPI,2017
2017-02-18,0.0,0.265,Low,UDUPI,2017
2017-02-19,0.0,0.264,Low,UDUPI,2017
2017-02-20,0.0,0.261,Low,UDUPI,2017
2017-02-21,0.0,0.26,Low,UDUPI,2017
2017-02-22,0.0,0.258,Low,UDUPI,2017
2017-02-23,0.0,0.258,Low,UDUPI,2017
2017-02-24,0.0,0.258,Low,UDUPI,2017
2017-02-25,0.0,0.257,Low,UDUPI,2017
2017-02-26,0.6,0.258,Low,UDUPI,2017
2017-02-27,0.0,0.256,Low,UDUPI,2017
2017-02-28,0.0,0.254,Low,UDUPI,2017
2017-03-01,0.0,0.255,Low,UDUPI,2017
2017-03-02,0.0,0.257,Low,UDUPI,2017
2017-03-03,0.0,0.258,Low,UDUPI,2017
2017-03-04,0.0,0.257,Low,UDUPI,2017
2017-03-05,0.0,0.255,Low,UDUPI,2017
2017-03-06,0.0,0.254,Low,UDUPI,2017
2017-03-07,0.0,0.252,Low,UDUPI,2017
2017-03-08,0.0,0.249,Low,UDUPI,2017
2017-03-09,0.0,0.248,Low,UDUPI,2017
2017-03-10,0.0,0.249,Low,UDUPI,2017
2017-03-11,0.0,0.249,Low,UDUPI,2017
2017-03-12,0.0,0.25,Low,UDUPI,2017
2017-03-13,0.0,0.249,Low,UDUPI,2017
2017-03-14,0.0,0.247,Low,UDUPI,2017
2017-03-15,0.1,0.246,Low,UDUPI,2017
2017-03-16,0.1,0.247,Low,UDUPI,2017
2017-03-17,0.0,0.247,Low,UDUPI,2017
2017-03-18,0.0,0.247,Low,UDUPI,2017
2017-03-19,0.0,0.245,Low,UDUPI,2017
2017-03-20,0.3,0.245,Low,UDUPI,2017
2017-03-21,0.0,0.245,Low,UDUPI,2017
2017-03-22,0.0,0.245,Low,UDUPI,2017
2017-03-23,4.6,0.265,Low,UDUPI,2017
2017-03-24,0.0,0.29,Low,UDUPI,2017
2017-03-25,0.3,0.282,Low,UDUPI,2017
2017-03-26,0.0,0.277,Low,UDUPI,2017
2017-03-27,0.0,0.272,Low,UDUPI,2017
2017-03-28,0.1,0.27,Low,UDUPI,2017
2017-03-29,0.0,0.266,Low,UDUPI,2017
2017-03-30,0.8,0.265,Low,UDUPI,2017
2017-03-31,0.0,0.263,Low,UDUPI,2017
2017-04-01,1.2,0.264,Low,UDUPI,2017
2017-04-02,0.0,0.259,Low,UDUPI,2017
2017-04-03,0.4,0.257,Low,UDUPI,2017
2017-04-04,0.1,0.255,Low,UDUPI,2017
2017-04-05,0.0,0.251,Low,UDUPI,2017
2017-04-06,0.0,0.249,Low,UDUPI,2017
2017-04-07,0.0,0.25,Low,UDUPI,2017
2017-04-08,0.0,0.252,Low,UDUPI,2017
2017-04-09,0.0,0.25,Low,UDUPI,2017
2017-04-10,0.0,0.247,Low,UDUPI,2017
2017-04-11,0.5,0.247,Low,UDUPI,2017
2017-04-12,0.4,0.248,Low,UDUPI,2017
2017-04-13,0.2,0.247,Low,UDUPI,2017
2017-04-14,0.2,0.252,Low,UDUPI,2017
2017-04-15,0.1,0.262,Low,UDUPI,2017
2017-04-16,0.7,0.261,Low,UDUPI,2017
2017-04-17,0.0,0.255,Low,UDUPI,2017
2017-04-18,0.5,0.258,Low,UDUPI,2017
2017-04-19,0.4,0.257,Low,UDUPI,2017
2017-04-20,0.8,0.257,Low,UDUPI,2017
2017-04-21,9.0,0.275,Low,UDUPI,2017
2017-04-22,1.2,0.27,Low,UDUPI,2017
2017-04-23,0.2,0.27,Low,UDUPI,2017
2017-04-24,0.3,0.266,Low,UDUPI,2017
2017-04-25,0.2,0.262,Low,UDUPI,2017
2017-04-26,0.0,0.258,Low,UDUPI,2017
2017-04-27,0.0,0.255,Low,UDUPI,2017
2017-04-28,0.8,0.256,Low,UDUPI,2017
2017-04-29,0.0,0.252,Low,UDUPI,2017
2017-04-30,0.0,0.251,Low,UDUPI,2017
2017-05-01,0.0,0.25,Low,UDUPI,2017
2017-05-02,0.4,0.249,Low,UDUPI,2017
2017-05-03,0.9,0.249,Low,UDUPI,2017
2017-05-04,0.3,0.249,Low,UDUPI,2017
2017-05-05,0.0,0.248,Low,UDUPI,2017
2017-05-06,1.9,0.251,Low,UDUPI,2017
2017-05-07,3.7,0.25,Low,UDUPI,2017
2017-05-08,5.9,0.396,Low,UDUPI,2017
2017-05-09,5.5,0.424,Low,UDUPI,2017
2017-05-10,0.2,0.425,Low,UDUPI,2017
2017-05-11,2.1,0.401,Low,UDUPI,2017
2017-05-12,3.1,0.399,Low,UDUPI,2017
2017-05-13,7.5,0.448,Low,UDUPI,2017
2017-05-14,1.4,0.444,Low,UDUPI,2017
2017-05-15,13.6,0.463,Low,UDUPI,2017
2017-05-16,0.0,0.454,Low,UDUPI,2017
2017-05-17,0.0,0.431,Low,UDUPI,2017
2017-05-18,1.0,0.417,Low,UDUPI,2017
2017-05-19,0.5,0.415,Low,UDUPI,2017
2017-05-20,0.7,0.427,Low,UDUPI,2017
2017-05-21,0.2,0.41,Low,UDUPI,2017
2017-05-22,1.9,0.405,Low,UDUPI,2017
2017-05-23,0.0,0.386,Low,UDUPI,2017
2017-05-24,3.1,0.388,Low,UDUPI,2017
2017-05-25,1.3,0.447,Low,UDUPI,2017
2017-05-26,1.4,0.434,Low,UDUPI,2017
2017-05-27,0.3,0.412,Low,UDUPI,2017
2017-05-28,2.1,0.398,Low,UDUPI,2017
2017-05-29,6.1,0.407,Low,UDUPI,2017
2017-05-30,12.9,0.447,Low,UDUPI,2017
2017-05-31,10.4,0.485,Low,UDUPI,2017
2017-06-01,31.0,0.503,Low,UDUPI,2017
2017-06-02,15.3,0.507,Low,UDUPI,2017
2017-06-03,18.5,0.508,Low,UDUPI,2017
2017-06-04,11.3,0.506,Low,UDUPI,2017
2017-06-05,16.2,0.508,Low,UDUPI,2017
2017-06-06,18.6,0.506,Low,UDUPI,2017
2017-06-07,20.0,0.51,Low,UDUPI,2017
2017-06-08,19.2,0.51,Low,UDUPI,2017
2017-06-09,37.0,0.513,Low,UDUPI,2017
2017-06-10,108.5,0.512,High,UDUPI,2017
2017-06-11,162.6,0.516,High,UDUPI,2017
2017-06-12,109.8,0.511,High,UDUPI,2017
2017-06-13,22.6,0.507,Low,UDUPI,2017
2017-06-14,8.5,0.504,Low,UDUPI,2017
2017-06-15,13.3,0.506,Low,UDUPI,2017
2017-06-16,23.3,0.507,Low,UDUPI,2017
2017-06-17,13.4,0.511,Low,UDUPI,2017
2017-06-18,7.4,0.507,Low,UDUPI,2017
2017-06-19,8.3,0.501,Low,UDUPI,2017
2017-06-20,19.5,0.508,Low,UDUPI,2017
2017-06-21,14.5,0.505,Low,UDUPI,2017
2017-06-22,8.9,0.507,Low,UDUPI,2017
2017-06-23,15.4,0.509,Low,UDUPI,2017
2017-06-24,15.8,0.509,Low,UDUPI,2017
2017-06-25,17.5,0.513,Low,UDUPI,2017
2017-06-26,21.2,0.51,Low,UDUPI,2017
2017-06-27,25.5,0.51,Low,UDUPI,2017
2017-06-28,28.1,0.506,Low,UDUPI,2017
2017-06-29,25.2,0.51,Low,UDUPI,2017
2017-06-30,27.2,0.507,Low,UDUPI,2017
2017-07-01,21.6,0.508,Low,UDUPI,2017
2017-07-02,17.0,0.513,Low,UDUPI,2017
2017-07-03,26.6,0.511,Low,UDUPI,2017
2017-07-04,5.7,0.503,Low,UDUPI,2017
2017-07-05,12.6,0.513,Low,UDUPI,2017
2017-07-06,33.4,0.508,Low,UDUPI,2017
2017-07-07,13.9,0.51,Low,UDUPI,2017
2017-07-08,6.0,0.506,Low,UDUPI,2017
2017-07-09,9.9,0.509,Low,UDUPI,2017
2017-07-10,8.1,0.502,Low,UDUPI,2017
2017-07-11,22.2,0.506,Low,UDUPI,2017
2017-07-12,5.2,0.501,Low,UDUPI,2017
2017-07-13,14.7,0.511,Low,UDUPI,2017
2017-07-14,21.8,0.509,Low,UDUPI,2017
2017-07-15,52.4,0.509,Medium,UDUPI,2017
2017-07-16,22.1,0.507,Low,UDUPI,2017
2017-07-17,24.3,0.511,Low,UDUPI,2017
2017-07-18,64.0,0.507,High,UDUPI,2017
2017-07-19,75.1,0.508,High,UDUPI,2017
2017-07-20,43.4,0.504,Medium,UDUPI,2017
2017-07-21,18.3,0.506,Low,UDUPI,2017
2017-07-22,8.7,0.508,Low,UDUPI,2017
2017-07-23,9.7,0.507,Low,UDUPI,2017
2017-07-24,12.3,0.509,Low,UDUPI,2017
2017-07-25,9.3,0.509,Low,UDUPI,2017
2017-07-26,12.2,0.51,Low,UDUPI,2017
2017-07-27,14.9,0.512,Low,UDUPI,2017
2017-07-28,21.8,0.507,Low,UDUPI,2017
2017-07-29,8.0,0.503,Low,UDUPI,2017
2017-07-30,15.6,0.501,Low,UDUPI,2017
2017-07-31,5.0,0.5,Low,UDUPI,2017
2017-08-01,4.7,0.497,Low,UDUPI,2017
2017-08-02,8.1,0.503,Low,UDUPI,2017
2017-08-03,47.3,0.51,Medium,UDUPI,2017
2017-08-04,33.0,0.509,Low,UDUPI,2017
2017-08-05,38.1,0.51,Low,UDUPI,2017
2017-08-06,21.7,0.508,Low,UDUPI,2017
2017-08-07,13.5,0.508,Low,UDUPI,2017
2017-08-08,5.5,0.502,Low,UDUPI,2017
2017-08-09,13.7,0.506,Low,UDUPI,2017
2017-08-10,9.2,0.501,Low,UDUPI,2017
2017-08-11,54.9,0.508,Medium,UDUPI,2017
2017-08-12,21.8,0.499,Low,UDUPI,2017
2017-08-13,3.0,0.491,Low,UDUPI,2017
2017-08-14,0.7,0.479,Low,UDUPI,2017
2017-08-15,6.6,0.482,Low,UDUPI,2017
2017-08-16,22.9,0.504,Low,UDUPI,2017
2017-08-17,11.3,0.502,Low,UDUPI,2017
2017-08-18,53.8,0.509,Medium,UDUPI,2017
2017-08-19,22.0,0.508,Low,UDUPI,2017
2017-08-20,39.9,0.509,Low,UDUPI,2017
2017-08-21,29.6,0.512,Low,UDUPI,2017
2017-08-22,34.5,0.51,Low,UDUPI,2017
2017-08-23,13.1,0.506,Low,UDUPI,2017
2017-08-24,11.0,0.507,Low,UDUPI,2017
2017-08-25,19.0,0.509,Low,UDUPI,2017
2017-08-26,37.8,0.508,Low,UDUPI,2017
2017-08-27,124.3,0.508,High,UDUPI,2017
2017-08-28,65.5,0.51,High,UDUPI,2017
2017-08-29,31.0,0.513,Low,UDUPI,2017
2017-08-30,14.5,0.505,Low,UDUPI,2017
2017-08-31,1.0,0.496,Low,UDUPI,2017
2017-09-01,0.5,0.479,Low,UDUPI,2017
2017-09-02,0.8,0.469,Low,UDUPI,2017
2017-09-03,11.5,0.472,Low,UDUPI,2017
2017-09-04,0.6,0.462,Low,UDUPI,2017
2017-09-05,2.3,0.467,Low,UDUPI,2017
2017-09-06,0.7,0.47,Low,UDUPI,2017
2017-09-07,5.0,0.471,Low,UDUPI,2017
2017-09-08,6.4,0.493,Low,UDUPI,2017
2017-09-09,13.7,0.499,Low,UDUPI,2017
2017-09-10,20.7,0.503,Low,UDUPI,2017
2017-09-11,8.5,0.498,Low,UDUPI,2017
2017-09-12,10.2,0.501,Low,UDUPI,2017
2017-09-13,6.4,0.499,Low,UDUPI,2017
2017-09-14,25.3,0.504,Low,UDUPI,2017
2017-09-15,7.6,0.5,Low,UDUPI,2017
2017-09-16,31.6,0.51,Low,UDUPI,2017
2017-09-17,38.1,0.511,Low,UDUPI,2017
2017-09-18,15.9,0.511,Low,UDUPI,2017
2017-09-19,10.6,0.508,Low,UDUPI,2017
2017-09-20,7.9,0.504,Low,UDUPI,2017
2017-09-21,29.7,0.51,Low,UDUPI,2017
2017-09-22,2.6,0.499,Low,UDUPI,2017
2017-09-23,1.3,0.481,Low,UDUPI,2017
2017-09-24,3.7,0.471,Low,UDUPI,2017
2017-09-25,17.9,0.502,Low,UDUPI,2017
2017-09-26,21.3,0.504,Low,UDUPI,2017
2017-09-27,50.6,0.508,Medium,UDUPI,2017
2017-09-28,71.9,0.512,High,UDUPI,2017
2017-09-29,37.5,0.512,Low,UDUPI,2017
2017-09-30,7.0,0.503,Low,UDUPI,2017
2017-10-01,10.1,0.505,Low,UDUPI,2017
2017-10-02,9.3,0.507,Low,UDUPI,2017
2017-10-03,6.4,0.505,Low,UDUPI,2017
2017-10-04,6.3,0.497,Low,UDUPI,2017
2017-10-05,3.9,0.494,Low,UDUPI,2017
2017-10-06,42.8,0.499,Medium,UDUPI,2017
2017-10-07,3.1,0.488,Low,UDUPI,2017
2017-10-08,4.1,0.485,Low,UDUPI,2017
2017-10-09,5.8,0.494,Low,UDUPI,2017
2017-10-10,8.0,0.498,Low,UDUPI,2017
2017-10-11,5.7,0.497,Low,UDUPI,2017
2017-10-12,15.3,0.498,Low,UDUPI,2017
2017-10-13,16.8,0.502,Low,UDUPI,2017
2017-10-14,11.7,0.506,Low,UDUPI,2017
2017-10-15,34.5,0.509,Low,UDUPI,2017
2017-10-16,2.2,0.503,Low,UDUPI,2017
2017-10-17,3.3,0.5,Low,UDUPI,2017
2017-10-18,2.1,0.491,Low,UDUPI,2017
2017-10-19,3.1,0.482,Low,UDUPI,2017
2017-10-20,2.8,0.479,Low,UDUPI,2017
2017-10-21,1.3,0.464,Low,UDUPI,2017
2017-10-22,0.0,0.445,Low,UDUPI,2017
2017-10-23,0.0,0.436,Low,UDUPI,2017
2017-10-24,0.0,0.423,Low,UDUPI,2017
2017-10-25,3.7,0.414,Low,UDUPI,2017
2017-10-26,17.8,0.462,Low,UDUPI,2017
2017-10-27,13.1,0.495,Low,UDUPI,2017
2017-10-28,0.0,0.476,Low,UDUPI,2017
2017-10-29,0.0,0.456,Low,UDUPI,2017
2017-10-30,0.0,0.439,Low,UDUPI,2017
2017-10-31,0.0,0.423,Low,UDUPI,2017
2017-11-01,0.0,0.41,Low,UDUPI,2017
2017-11-02,0.0,0.396,Low,UDUPI,2017
2017-11-03,0.0,0.384,Low,UDUPI,2017
2017-11-04,0.1,0.373,Low,UDUPI,2017
2017-11-05,0.2,0.366,Low,UDUPI,2017
2017-11-06,5.8,0.394,Low,UDUPI,2017
2017-11-07,7.2,0.47,Low,UDUPI,2017
2017-11-08,0.0,0.448,Low,UDUPI,2017
2017-11-09,0.6,0.427,Low,UDUPI,2017
2017-11-10,0.0,0.405,Low,UDUPI,2017
2017-11-11,0.0,0.386,Low,UDUPI,2017
2017-11-12,0.0,0.371,Low,UDUPI,2017
2017-11-13,0.0,0.357,Low,UDUPI,2017
2017-11-14,0.0,0.345,Low,UDUPI,2017
2017-11-15,0.0,0.335,Low,UDUPI,2017
2017-11-16,1.4,0.331,Low,UDUPI,2017
2017-11-17,0.4,0.325,Low,UDUPI,2017
2017-11-18,6.2,0.329,Low,UDUPI,2017
2017-11-19,15.0,0.401,Low,UDUPI,2017
2017-11-20,0.1,0.403,Low,UDUPI,2017
2017-11-21,0.2,0.426,Low,UDUPI,2017
2017-11-22,0.9,0.412,Low,UDUPI,2017
2017-11-23,0.0,0.396,Low,UDUPI,2017
2017-11-24,0.0,0.376,Low,UDUPI,2017
2017-11-25,0.0,0.361,Low,UDUPI,2017
2017-11-26,0.0,0.349,Low,UDUPI,2017
2017-11-27,0.0,0.337,Low,UDUPI,2017
2017-11-28,0.0,0.327,Low,UDUPI,2017
2017-11-29,0.0,0.317,Low,UDUPI,2017
2017-11-30,0.0,0.307,Low,UDUPI,2017
2017-12-01,0.4,0.305,Low,UDUPI,2017
2017-12-02,1.7,0.322,Low,UDUPI,2017
2017-12-03,0.0,0.312,Low,UDUPI,2017
2017-12-04,0.8,0.307,Low,UDUPI,2017
2017-12-05,1.2,0.301,Low,UDUPI,2017
2017-12-06,29.7,0.405,Low,UDUPI,2017
2017-12-07,0.2,0.394,Low,UDUPI,2017
2017-12-08,0.0,0.374,Low,UDUPI,2017
2017-12-09,0.0,0.357,Low,UDUPI,2017
2017-12-10,0.0,0.344,Low,UDUPI,2017
2017-12-11,0.0,0.333,Low,UDUPI,2017
2017-12-12,0.0,0.322,Low,UDUPI,2017
2017-12-13,0.0,0.313,Low,UDUPI,2017
2017-12-14,0.0,0.305,Low,UDUPI,2017
2017-12-15,0.0,0.298,Low,UDUPI,2017
2017-12-16,0.0,0.292,Low,UDUPI,2017
2017-12-17,0.0,0.289,Low,UDUPI,2017
2017-12-18,0.0,0.288,Low,UDUPI,2017
2017-12-19,0.0,0.285,Low,UDUPI,2017
2017-12-20,0.0,0.282,Low,UDUPI,2017
2017-12-21,0.0,0.28,Low,UDUPI,2017
2017-12-22,0.0,0.278,Low,UDUPI,2017
2017-12-23,0.0,0.275,Low,UDUPI,2017
2017-12-24,0.0,0.272,Low,UDUPI,2017
2017-12-25,0.0,0.271,Low,UDUPI,2017
2017-12-26,0.0,0.27,Low,UDUPI,2017
2017-12-27,0.0,0.269,Low,UDUPI,2017
2017-12-28,0.0,0.27,Low,UDUPI,2017
2017-12-29,0.0,0.27,Low,UDUPI,2017
2017-12-30,0.0,0.27,Low,UDUPI,2017
2017-12-31,0.0,0.269,Low,UDUPI,2017
2018-01-01,0.0,0.268,Low,UDUPI,2018
2018-01-02,0.0,0.266,Low,UDUPI,2018
2018-01-03,0.0,0.264,Low,UDUPI,2018
2018-01-04,0.0,0.262,Low,UDUPI,2018
2018-01-05,0.0,0.259,Low,UDUPI,2018
2018-01-06,0.0,0.259,Low,UDUPI,2018
2018-01-07,0.0,0.26,Low,UDUPI,2018
2018-01-08,0.0,0.261,Low,UDUPI,2018
2018-01-09,0.0,0.262,Low,UDUPI,2018
2018-01-10,0.0,0.262,Low,UDUPI,2018
2018-01-11,0.0,0.26,Low,UDUPI,2018
2018-01-12,0.0,0.257,Low,UDUPI,2018
2018-01-13,0.0,0.256,Low,UDUPI,2018
2018-01-14,0.0,0.255,Low,UDUPI,2018
2018-01-15,0.0,0.255,Low,UDUPI,2018
2018-01-16,0.0,0.255,Low,UDUPI,2018
2018-01-17,1.2,0.263,Low,UDUPI,2018
2018-01-18,0.0,0.274,Low,UDUPI,2018
2018-01-19,0.0,0.273,Low,UDUPI,2018
2018-01-20,0.0,0.273,Low,UDUPI,2018
2018-01-21,0.0,0.272,Low,UDUPI,2018
2018-01-22,0.0,0.269,Low,UDUPI,2018
2018-01-23,0.0,0.266,Low,UDUPI,2018
2018-01-24,0.0,0.263,Low,UDUPI,2018
2018-01-25,0.0,0.261,Low,UDUPI,2018
2018-01-26,0.0,0.26,Low,UDUPI,2018
2018-01-27,0.0,0.259,Low,UDUPI,2018
2018-01-28,0.0,0.259,Low,UDUPI,2018
2018-01-29,0.0,0.257,Low,UDUPI,2018
2018-01-30,0.0,0.258,Low,UDUPI,2018
2018-01-31,0.0,0.26,Low,UDUPI,2018
2018-02-01,0.0,0.26,Low,UDUPI,2018
2018-02-02,0.0,0.26,Low,UDUPI,2018
2018-02-03,0.0,0.26,Low,UDUPI,2018
2018-02-04,0.0,0.261,Low,UDUPI,2018
2018-02-05,0.0,0.263,Low,UDUPI,2018
2018-02-06,0.0,0.263,Low,UDUPI,2018
2018-02-07,0.5,0.263,Low,UDUPI,2018
2018-02-08,0.0,0.269,Low,UDUPI,2018
2018-02-09,0.0,0.266,Low,UDUPI,2018
2018-02-10,0.1,0.265,Low,UDUPI,2018
2018-02-11,0.0,0.266,Low,UDUPI,2018
2018-02-12,0.0,0.262,Low,UDUPI,2018
2018-02-13,0.0,0.26,Low,UDUPI,2018
2018-02-14,0.0,0.258,Low,UDUPI,2018
2018-02-15,0.0,0.256,Low,UDUPI,2018
2018-02-16,0.0,0.257,Low,UDUPI,2018
2018-02-17,0.0,0.258,Low,UDUPI,2018
2018-02-18,0.0,0.257,Low,UDUPI,2018
2018-02-19,0.0,0.255,Low,UDUPI,2018
2018-02-20,0.0,0.255,Low,UDUPI,2018
2018-02-21,0.0,0.254,Low,UDUPI,2018
2018-02-22,0.0,0.252,Low,UDUPI,2018
2018-02-23,0.0,0.251,Low,UDUPI,2018
2018-02-24,0.0,0.251,Low,UDUPI,2018
2018-02-25,0.0,0.252,Low,UDUPI,2018
2018-02-26,0.0,0.253,Low,UDUPI,2018
2018-02-27,0.0,0.255,Low,UDUPI,2018
2018-02-28,0.0,0.255,Low,UDUPI,2018
2018-03-01,0.0,0.254,Low,UDUPI,2018
2018-03-02,0.0,0.253,Low,UDUPI,2018
2018-03-03,0.0,0.251,Low,UDUPI,2018
2018-03-04,0.0,0.249,Low,UDUPI,2018
2018-03-05,0.0,0.248,Low,UDUPI,2018
2018-03-06,0.0,0.247,Low,UDUPI,2018
2018-03-07,0.0,0.247,Low,UDUPI,2018
2018-03-08,0.0,0.247,Low,UDUPI,2018
2018-03-09,0.0,0.247,Low,UDUPI,2018
2018-03-10,0.0,0.248,Low,UDUPI,2018
2018-03-11,0.0,0.25,Low,UDUPI,2018
2018-03-12,0.0,0.252,Low,UDUPI,2018
2018-03-13,0.0,0.252,Low,UDUPI,2018
2018-03-14,9.8,0.272,Low,UDUPI,2018
2018-03-15,28.4,0.409,Low,UDUPI,2018
2018-03-16,19.0,0.468,Low,UDUPI,2018
2018-03-17,1.0,0.43,Low,UDUPI,2018
2018-03-18,2.0,0.424,Low,UDUPI,2018
2018-03-19,0.7,0.405,Low,UDUPI,2018
2018-03-20,0.0,0.38,Low,UDUPI,2018
2018-03-21,0.0,0.361,Low,UDUPI,2018
2018-03-22,0.0,0.344,Low,UDUPI,2018
2018-03-23,0.0,0.328,Low,UDUPI,2018
2018-03-24,0.0,0.315,Low,UDUPI,2018
2018-03-25,1.5,0.31,Low,UDUPI,2018
2018-03-26,0.0,0.305,Low,UDUPI,2018
2018-03-27,0.7,0.299,Low,UDUPI,2018
2018-03-28,0.1,0.291,Low,UDUPI,2018
2018-03-29,0.6,0.288,Low,UDUPI,2018
2018-03-30,0.3,0.284,Low,UDUPI,2018
2018-03-31,0.0,0.279,Low,UDUPI,2018
2018-04-01,0.0,0.275,Low,UDUPI,2018
2018-04-02,0.0,0.271,Low,UDUPI,2018
2018-04-03,0.0,0.267,Low,UDUPI,2018
2018-04-04,0.0,0.264,Low,UDUPI,2018
2018-04-05,0.0,0.261,Low,UDUPI,2018
2018-04-06,1.2,0.266,Low,UDUPI,2018
2018-04-07,0.1,0.271,Low,UDUPI,2018
2018-04-08,0.0,0.279,Low,UDUPI,2018
2018-04-09,0.0,0.281,Low,UDUPI,2018
2018-04-10,0.2,0.304,Low,UDUPI,2018
2018-04-11,2.8,0.329,Low,UDUPI,2018
2018-04-12,0.1,0.317,Low,UDUPI,2018
2018-04-13,0.1,0.302,Low,UDUPI,2018
2018-04-14,7.3,0.299,Low,UDUPI,2018
2018-04-15,22.4,0.438,Low,UDUPI,2018
2018-04-16,2.4,0.41,Low,UDUPI,2018
2018-04-17,10.5,0.444,Low,UDUPI,2018
2018-04-18,10.5,0.449,Low,UDUPI,2018
2018-04-19,21.6,0.452,Low,UDUPI,2018
2018-04-20,13.1,0.471,Low,UDUPI,2018
2018-04-21,0.0,0.434,Low,UDUPI,2018
2018-04-22,2.1,0.421,Low,UDUPI,2018
2018-04-23,14.0,0.462,Low,UDUPI,2018
2018-04-24,0.0,0.426,Low,UDUPI,2018
2018-04-25,0.2,0.404,Low,UDUPI,2018
2018-04-26,0.0,0.384,Low,UDUPI,2018
2018-04-27,0.0,0.365,Low,UDUPI,2018
2018-04-28,0.0,0.347,Low,UDUPI,2018
2018-04-29,0.1,0.334,Low,UDUPI,2018
2018-04-30,0.9,0.326,Low,UDUPI,2018
2018-05-01,0.6,0.323,Low,UDUPI,2018
2018-05-02,2.0,0.323,Low,UDUPI,2018
2018-05-03,0.1,0.311,Low,UDUPI,2018
2018-05-04,0.1,0.301,Low,UDUPI,2018
2018-05-05,0.6,0.299,Low,UDUPI,2018
2018-05-06,3.6,0.31,Low,UDUPI,2018
2018-05-07,4.7,0.367,Low,UDUPI,2018
2018-05-08,13.4,0.42,Low,UDUPI,2018
2018-05-09,0.2,0.425,Low,UDUPI,2018
2018-05-10,13.9,0.454,Low,UDUPI,2018
2018-05-11,0.8,0.418,Low,UDUPI,2018
2018-05-12,24.8,0.447,Low,UDUPI,2018
2018-05-13,6.1,0.419,Low,UDUPI,2018
2018-05-14,15.1,0.456,Low,UDUPI,2018
2018-05-15,0.0,0.447,Low,UDUPI,2018
2018-05-16,6.5,0.464,Low,UDUPI,2018
